,Unnamed: 0,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
930,1098,21.1,4.1,315,100,87.0,0.0,152.09,0.0,0.0,5.04,0.08,0.79,21.5,0.76,2023-08-15 18:00:00,18,1,8,0,132.93,166.05,92.1,25.54,0.29
940,1108,17.1,3.3,319,100,0.0,0.0,127.02,2.78,0.22,11.53,0.17,2.74,15.21,0.07,2023-08-16 04:00:00,4,2,8,0,101.84,117.86,96.1,0.0,29.59
941,1109,17.4,3.7,349,100,11.0,0.0,155.12,48.16,12.58,62.53,1.02,11.88,15.29,0.07,2023-08-16 05:00:00,5,2,8,0,127.02,132.48,109.45,2.78,104.31
942,1110,18.3,3.7,61,93,63.0,0.0,135.67,59.54,1.58,85.74,1.26,21.27,16.57,0.55,2023-08-16 06:00:00,6,2,8,0,155.12,113.34,108.22,48.16,153.03
943,1111,19.2,8.6,90,100,92.0,0.0,116.69,138.93,48.53,136.63,3.03,30.5,17.21,1.17,2023-08-16 07:00:00,7,2,8,0,135.67,93.54,97.54,59.54,200.75
944,1112,20.4,9.7,90,100,187.0,0.0,103.81,194.87,78.8,174.02,4.52,39.08,18.78,1.79,2023-08-16 08:00:00,8,2,8,0,116.69,80.19,87.23,138.93,228.33
945,1113,20.2,11.2,84,98,319.0,0.0,97.84,199.73,68.49,189.47,4.64,46.3,20.41,2.76,2023-08-16 09:00:00,9,2,8,0,103.81,74.4,78.55,194.87,213.43
946,1114,21.7,7.9,106,98,376.0,0.0,91.82,240.04,88.55,219.74,5.77,51.16,21.63,2.62,2023-08-16 10:00:00,10,2,8,0,97.84,60.72,64.4,199.73,290.73
947,1115,22.2,6.5,96,99,307.0,0.0,88.23,269.51,228.95,121.92,8.45,52.61,22.63,2.28,2023-08-16 11:00:00,11,2,8,0,91.82,38.64,54.39,240.04,291.98
948,1116,22.5,7.0,111,100,192.0,0.1,89.73,281.64,247.25,122.68,8.94,50.22,23.75,2.14,2023-08-16 12:00:00,12,2,8,0,88.23,35.51,40.61,269.51,290.87
949,1117,23.0,9.5,61,87,303.0,0.1,92.1,240.22,194.61,125.64,7.23,44.66,24.53,2.0,2023-08-16 13:00:00,13,2,8,0,89.73,49.65,51.25,281.64,258.7
950,1118,23.7,9.8,54,71,503.0,0.0,98.18,209.42,175.65,109.89,6.07,37.01,24.91,1.93,2023-08-16 14:00:00,14,2,8,0,92.1,71.28,62.0,240.22,214.86
951,1119,24.6,8.7,52,50,451.0,0.0,110.35,144.5,121.89,84.24,3.88,28.21,24.97,2.28,2023-08-16 15:00:00,15,2,8,0,98.18,94.38,82.36,209.42,127.21
952,1120,24.6,10.0,60,71,373.0,0.0,127.61,73.94,56.06,59.46,1.79,18.9,23.76,2.28,2023-08-16 16:00:00,16,2,8,0,110.35,107.89,99.52,144.5,44.44
953,1121,23.5,10.4,44,100,205.0,0.0,152.79,29.38,20.59,34.74,0.69,9.54,22.82,1.52,2023-08-16 17:00:00,17,2,8,0,127.61,132.93,120.24,73.94,25.54
954,1122,22.0,7.2,18,100,49.0,0.1,159.73,0.0,0.0,4.81,0.07,0.51,21.97,1.17,2023-08-16 18:00:00,18,2,8,0,152.79,152.09,139.74,29.38,0.0
964,1132,16.0,3.7,61,100,0.0,0.0,127.32,1.53,0.23,9.15,0.13,2.52,18.51,2.55,2023-08-17 04:00:00,4,3,8,0,99.55,127.02,130.45,0.0,2.78
965,1133,15.8,1.8,37,94,19.0,0.0,136.1,34.36,5.61,51.9,0.8,11.68,18.41,2.21,2023-08-17 05:00:00,5,3,8,0,127.32,155.12,165.75,1.53,48.16
966,1134,16.8,2.9,7,90,111.0,0.0,129.5,118.81,86.81,82.22,2.67,21.06,18.75,1.72,2023-08-17 06:00:00,6,3,8,0,136.1,135.67,114.62,34.36,59.54
967,1135,18.5,2.7,23,100,133.0,0.0,112.53,187.93,132.66,119.54,4.67,30.29,19.6,1.93,2023-08-17 07:00:00,7,3,8,0,129.5,116.69,100.3,118.81,138.93
968,1136,19.4,1.1,90,100,192.0,0.0,102.85,238.78,187.75,126.75,6.65,38.85,20.92,2.28,2023-08-17 08:00:00,8,3,8,0,112.53,103.81,87.23,187.93,194.87
969,1137,19.9,0.5,315,100,266.0,0.0,96.11,276.29,230.03,132.58,8.35,46.04,22.59,1.93,2023-08-17 09:00:00,9,3,8,0,102.85,97.84,76.23,238.78,199.73
970,1138,20.9,2.4,207,100,367.0,0.0,92.03,281.34,240.55,130.66,8.91,50.87,23.93,1.31,2023-08-17 10:00:00,10,3,8,0,96.11,91.82,63.36,276.29,240.04
971,1139,21.3,5.8,173,97,356.0,0.0,89.82,277.84,250.04,119.4,9.11,52.29,24.9,0.97,2023-08-17 11:00:00,11,3,8,0,92.03,88.23,49.24,281.34,269.51
972,1140,22.1,1.5,45,100,455.0,0.0,90.61,250.1,143.39,190.13,7.02,49.91,25.51,0.41,2023-08-17 12:00:00,12,3,8,0,89.82,89.73,51.66,277.84,281.64
973,1141,23.0,2.8,40,93,556.0,0.0,93.85,221.88,84.99,212.1,5.5,44.35,25.44,0.07,2023-08-17 13:00:00,13,3,8,0,90.61,92.1,69.78,250.1,240.22
974,1142,23.7,4.4,351,92,540.0,0.0,99.5,184.3,42.17,205.35,4.07,36.72,25.58,0.76,2023-08-17 14:00:00,14,3,8,0,93.85,98.18,83.94,221.88,209.42
975,1143,24.0,7.6,341,20,493.0,0.0,110.93,151.04,78.34,131.96,3.66,27.93,24.36,1.03,2023-08-17 15:00:00,15,3,8,0,99.5,110.35,95.47,184.3,144.5
976,1144,23.5,8.4,25,95,402.0,0.0,126.73,106.61,65.66,92.46,2.43,18.63,24.62,0.83,2023-08-17 16:00:00,16,3,8,0,110.93,127.61,110.23,151.04,73.94
977,1145,22.5,7.1,30,100,224.0,0.0,142.2,46.79,26.61,53.09,0.99,9.26,24.39,0.97,2023-08-17 17:00:00,17,3,8,0,126.73,152.79,156.74,106.61,29.38
978,1146,21.8,5.1,51,100,68.0,0.0,144.06,0.0,0.0,5.04,0.08,0.22,23.51,1.24,2023-08-17 18:00:00,18,3,8,0,142.2,159.73,185.09,46.79,0.0
988,1156,16.8,2.9,83,70,0.0,0.0,126.7,4.15,4.23,11.07,0.17,2.3,17.09,1.03,2023-08-18 04:00:00,4,4,8,0,103.36,127.32,138.66,0.0,1.53
989,1157,17.6,5.2,78,94,11.0,0.0,140.61,43.0,12.67,56.83,0.94,11.46,17.54,1.1,2023-08-18 05:00:00,5,4,8,0,126.7,136.1,148.09,4.15,34.36
990,1158,17.6,5.4,86,100,65.0,0.0,126.2,127.72,58.11,117.84,2.71,20.85,18.3,1.86,2023-08-18 06:00:00,6,4,8,0,140.61,129.5,118.02,43.0,118.81
991,1159,19.0,7.4,104,85,153.0,0.0,107.71,194.78,137.18,123.26,4.87,30.07,18.81,1.93,2023-08-18 07:00:00,7,4,8,0,126.2,112.53,101.92,127.72,187.93
992,1160,20.6,10.5,98,80,324.0,0.0,96.85,248.42,221.24,107.9,7.27,38.61,20.79,2.07,2023-08-18 08:00:00,8,4,8,0,107.71,102.85,88.68,194.78,238.78
993,1161,22.4,10.9,99,9,521.0,0.0,89.7,272.15,275.24,85.84,8.89,45.77,22.49,1.52,2023-08-18 09:00:00,9,4,8,0,96.85,96.11,73.34,248.42,276.29
994,1162,23.9,10.6,108,8,676.0,0.0,83.22,288.77,302.21,81.9,9.95,50.57,23.99,1.24,2023-08-18 10:00:00,10,4,8,0,89.7,92.03,52.04,272.15,281.34
995,1163,25.2,10.3,119,6,743.0,0.0,78.87,290.04,309.38,78.88,10.25,51.97,25.22,1.1,2023-08-18 11:00:00,11,4,8,0,83.22,89.82,36.88,288.77,277.84
996,1164,27.0,11.5,129,0,762.0,0.0,78.16,279.58,285.36,91.25,9.68,49.58,26.17,1.31,2023-08-18 12:00:00,12,4,8,0,78.87,90.61,36.21,290.04,250.1
997,1165,28.2,10.7,135,0,744.0,0.0,84.44,256.91,260.32,89.82,8.62,44.05,26.77,1.72,2023-08-18 13:00:00,13,4,8,0,78.16,93.85,63.31,279.58,221.88
998,1166,28.8,8.9,148,0,672.0,0.0,93.86,223.38,228.11,83.21,7.11,36.43,27.14,2.0,2023-08-18 14:00:00,14,4,8,0,84.44,99.5,82.78,256.91,184.3
999,1167,28.9,8.2,142,0,559.0,0.0,107.21,173.71,182.67,69.59,5.07,27.65,27.2,2.07,2023-08-18 15:00:00,15,4,8,0,93.86,110.93,96.57,223.38,151.04
1000,1168,28.7,9.0,127,0,417.0,0.0,128.24,116.35,118.39,61.68,2.89,18.35,26.9,1.93,2023-08-18 16:00:00,16,4,8,0,107.21,126.73,111.77,173.71,106.61
1001,1169,27.4,7.2,93,0,259.0,0.0,157.19,50.5,50.17,40.33,1.02,8.98,26.24,1.66,2023-08-18 17:00:00,17,4,8,0,128.24,142.2,145.26,116.35,46.79
1012,1180,17.0,2.4,153,100,0.0,0.0,91.85,2.19,0.0,10.63,0.15,2.08,17.3,1.45,2023-08-19 04:00:00,4,5,8,1,88.05,126.7,97.27,0.0,4.15
1013,1181,16.6,3.3,103,99,15.0,0.0,85.06,94.75,96.64,51.09,1.74,11.25,17.52,1.17,2023-08-19 05:00:00,5,5,8,1,91.85,140.61,98.71,2.19,43.0
1014,1182,18.9,4.9,126,75,102.0,0.0,82.32,155.72,156.82,67.79,3.73,20.64,19.8,0.83,2023-08-19 06:00:00,6,5,8,1,85.06,126.2,93.16,94.75,127.72
1015,1183,20.9,7.1,131,64,236.0,0.0,78.62,203.6,210.1,73.81,5.79,29.85,22.96,1.52,2023-08-19 07:00:00,7,5,8,1,82.32,107.71,86.1,155.72,194.78
1016,1184,22.8,10.2,138,57,387.0,0.0,70.06,240.16,250.43,77.25,7.58,38.37,24.86,2.14,2023-08-19 08:00:00,8,5,8,1,78.62,96.85,77.5,203.6,248.42
1017,1185,25.9,12.1,143,8,544.0,0.0,55.54,266.42,273.66,85.59,8.92,45.5,26.45,2.55,2023-08-19 09:00:00,9,5,8,1,70.06,89.7,62.99,240.16,272.15
1018,1186,28.2,13.2,145,100,659.0,0.0,37.48,280.14,285.88,90.96,9.73,50.27,27.8,2.69,2023-08-19 10:00:00,10,5,8,1,55.54,83.22,54.77,266.42,288.77
1019,1187,29.9,13.2,163,100,703.0,0.0,22.57,277.83,282.59,92.55,9.79,51.64,28.87,2.76,2023-08-19 11:00:00,11,5,8,1,37.48,78.87,28.76,280.14,290.04
1020,1188,30.9,13.0,166,49,674.0,0.0,17.76,270.94,266.19,102.29,9.39,49.26,29.62,2.76,2023-08-19 12:00:00,12,5,8,1,22.57,78.16,13.61,277.83,279.58
1021,1189,31.5,10.9,186,92,634.0,0.0,26.24,245.29,248.85,90.65,8.38,43.73,30.17,2.62,2023-08-19 13:00:00,13,5,8,1,17.76,84.44,14.08,270.94,256.91
1022,1190,29.2,9.0,233,95,236.0,0.0,68.79,207.08,196.59,96.51,6.56,36.13,30.46,2.48,2023-08-19 14:00:00,14,5,8,1,26.24,93.86,31.33,245.29,223.38
1023,1191,28.1,10.5,266,91,180.0,0.0,95.32,168.42,159.03,88.1,4.88,27.36,30.5,2.41,2023-08-19 15:00:00,15,5,8,1,68.79,107.21,66.8,207.08,173.71
1024,1192,27.7,9.4,274,100,247.0,0.0,110.61,83.0,71.52,62.01,2.11,18.06,29.86,2.21,2023-08-19 16:00:00,16,5,8,1,95.32,128.24,85.3,168.42,116.35
1025,1193,26.3,9.8,298,100,92.0,0.0,126.76,37.75,23.82,44.97,0.85,8.69,28.03,2.97,2023-08-19 17:00:00,17,5,8,1,110.61,157.19,104.8,83.0,50.5
1036,1204,18.8,4.8,333,46,0.0,0.0,98.3,1.23,0.0,8.72,0.13,1.85,19.76,1.17,2023-08-20 04:00:00,4,6,8,1,96.05,91.85,68.91,0.0,2.19
1037,1205,19.2,6.2,353,91,13.0,0.0,93.37,53.72,33.55,54.09,1.12,11.04,19.55,1.1,2023-08-20 05:00:00,5,6,8,1,98.3,85.06,66.84,1.23,94.75
1038,1206,19.9,9.7,358,84,88.0,0.0,90.36,112.25,93.51,71.35,2.68,20.43,20.41,1.59,2023-08-20 06:00:00,6,6,8,1,93.37,82.32,61.4,53.72,155.72
1039,1207,20.6,10.8,26,91,193.0,0.0,78.75,157.9,122.16,96.63,4.18,29.62,21.41,2.14,2023-08-20 07:00:00,7,6,8,1,90.36,78.62,51.16,112.25,203.6
1040,1208,22.1,8.9,47,57,305.0,0.0,70.57,204.09,92.13,177.81,5.04,38.13,22.55,2.21,2023-08-20 08:00:00,8,6,8,1,78.75,70.06,28.28,157.9,240.16
1041,1209,23.5,9.6,77,68,472.0,0.0,47.45,214.64,108.66,174.59,5.68,45.23,23.56,2.28,2023-08-20 09:00:00,9,6,8,1,70.57,55.54,21.71,204.09,266.42
1042,1210,24.8,9.4,86,95,503.0,0.0,21.33,217.44,79.94,205.79,5.41,49.96,24.49,2.21,2023-08-20 10:00:00,10,6,8,1,47.45,37.48,9.73,214.64,280.14
1043,1211,26.4,5.1,82,58,637.0,0.0,13.82,221.73,80.01,212.77,5.56,51.31,25.25,1.59,2023-08-20 11:00:00,11,6,8,1,21.33,22.57,3.32,217.44,277.83
1044,1212,26.4,6.6,61,44,725.0,0.0,16.37,231.0,71.29,235.37,5.61,48.93,25.8,0.76,2023-08-20 12:00:00,12,6,8,1,13.82,17.76,3.53,221.73,270.94
1045,1213,27.3,4.3,66,48,700.0,0.0,30.8,219.93,116.19,181.74,6.06,43.42,26.3,0.41,2023-08-20 13:00:00,13,6,8,1,16.37,26.24,9.29,231.0,245.29
1046,1214,27.6,4.5,14,85,596.0,0.0,68.45,183.42,142.33,114.41,5.45,35.83,26.53,0.83,2023-08-20 14:00:00,14,6,8,1,30.8,68.79,29.36,219.93,207.08
1047,1215,27.3,5.8,356,55,429.0,0.0,88.72,148.85,119.71,96.48,4.14,27.07,26.63,0.97,2023-08-20 15:00:00,15,6,8,1,68.45,95.32,72.45,183.42,168.42
1048,1216,27.5,5.0,330,57,363.0,0.0,110.89,79.77,68.94,58.93,2.03,17.77,26.03,1.17,2023-08-20 16:00:00,16,6,8,1,88.72,110.61,97.65,148.85,83.0
1049,1217,26.5,4.3,24,30,225.0,0.0,130.9,45.28,46.13,37.55,0.94,8.4,25.63,1.38,2023-08-20 17:00:00,17,6,8,1,110.89,126.76,114.18,79.77,37.75
1060,1228,17.8,5.2,326,16,0.0,0.0,139.96,1.19,0.0,8.58,0.12,1.63,18.08,1.38,2023-08-21 04:00:00,4,0,8,0,108.22,98.3,130.25,0.0,1.23
1061,1229,17.7,3.7,349,60,13.0,0.0,161.86,62.23,49.78,51.44,1.26,10.82,18.27,0.97,2023-08-21 05:00:00,5,0,8,0,139.96,93.37,140.85,1.19,53.72
1062,1230,19.2,1.8,349,35,108.0,0.0,139.54,135.28,125.25,72.33,3.29,20.21,19.97,0.9,2023-08-21 06:00:00,6,0,8,0,161.86,90.36,117.8,62.23,112.25
1063,1231,21.2,4.0,80,46,237.0,0.0,116.33,183.72,186.27,72.39,5.33,29.4,21.74,0.83,2023-08-21 07:00:00,7,0,8,0,139.54,78.75,105.23,135.28,157.9
1064,1232,22.3,7.6,98,13,401.0,0.0,99.02,215.36,215.66,79.49,6.84,37.88,22.99,1.24,2023-08-21 08:00:00,8,0,8,0,116.33,70.57,91.91,183.72,204.09
1065,1233,24.2,5.6,117,9,521.0,0.0,93.35,246.81,237.23,95.75,8.22,44.96,24.02,1.24,2023-08-21 09:00:00,9,0,8,0,99.02,47.45,84.7,215.36,214.64
1066,1234,25.5,1.3,56,55,622.0,0.0,87.25,242.57,214.4,111.84,8.09,49.65,24.95,1.03,2023-08-21 10:00:00,10,0,8,0,93.35,21.33,73.19,246.81,217.44
1067,1235,26.5,1.0,315,89,631.0,0.0,84.7,225.18,136.36,166.22,6.65,50.98,25.48,0.34,2023-08-21 11:00:00,11,0,8,0,87.25,13.82,65.92,242.57,221.73
1068,1236,27.6,5.4,274,84,609.0,0.0,87.11,233.21,167.71,147.26,7.28,48.59,25.71,0.62,2023-08-21 12:00:00,12,0,8,0,84.7,16.37,67.56,225.18,231.0
1069,1237,28.4,7.1,255,72,661.0,0.0,91.72,203.96,148.71,130.15,6.25,43.09,26.11,1.24,2023-08-21 13:00:00,13,0,8,0,87.11,30.8,76.83,233.21,219.93
1070,1238,28.7,7.9,246,44,510.0,0.0,100.01,163.33,136.5,94.4,5.01,35.52,26.13,1.52,2023-08-21 14:00:00,14,0,8,0,91.72,68.45,86.98,203.96,183.42
1071,1239,28.5,9.7,266,16,481.0,0.0,114.74,133.22,87.39,105.06,3.55,26.77,25.88,1.59,2023-08-21 15:00:00,15,0,8,0,100.01,88.72,102.94,163.33,148.85
1072,1240,27.5,7.2,288,57,325.0,0.0,138.33,74.58,50.74,67.58,1.85,17.48,25.48,1.52,2023-08-21 16:00:00,16,0,8,0,114.74,110.89,126.58,133.22,79.77
1073,1241,26.8,5.6,297,0,211.0,0.0,187.04,35.58,36.09,32.78,0.79,8.11,24.83,1.45,2023-08-21 17:00:00,17,0,8,0,138.33,130.9,161.46,74.58,45.28
1084,1252,16.8,4.4,325,72,0.0,0.0,142.06,0.85,0.0,7.85,0.12,1.41,19.15,0.48,2023-08-22 04:00:00,4,1,8,0,115.11,139.96,117.86,0.0,1.19
1085,1253,16.9,3.9,326,63,11.0,0.0,154.56,73.71,71.68,48.89,1.45,10.61,18.93,0.41,2023-08-22 05:00:00,5,1,8,0,142.06,161.86,132.48,0.85,62.23
1086,1254,18.3,2.9,330,65,88.0,0.0,141.5,92.05,58.96,77.57,2.19,20.0,19.62,0.62,2023-08-22 06:00:00,6,1,8,0,154.56,139.54,113.34,73.71,135.28
1087,1255,20.1,2.2,261,67,226.0,0.0,118.02,169.4,99.37,132.46,4.27,29.17,20.99,0.97,2023-08-22 07:00:00,7,1,8,0,141.5,116.33,93.54,92.05,183.72
1088,1256,21.7,6.0,303,77,383.0,0.0,105.37,209.86,171.96,112.16,6.27,37.64,22.3,1.86,2023-08-22 08:00:00,8,1,8,0,118.02,99.02,80.19,169.4,215.36
1089,1257,23.3,5.4,323,52,489.0,0.0,99.69,231.84,202.71,108.22,7.49,44.68,23.36,2.0,2023-08-22 09:00:00,9,1,8,0,105.37,93.35,74.4,209.86,246.81
1090,1258,24.2,8.7,312,97,639.0,0.0,93.65,253.31,220.38,117.62,8.46,49.34,24.31,1.93,2023-08-22 10:00:00,10,1,8,0,99.69,87.25,60.72,231.84,242.57
1091,1259,25.0,8.7,312,58,618.0,0.0,91.4,270.78,211.78,147.54,8.82,50.65,25.17,2.55,2023-08-22 11:00:00,11,1,8,0,93.65,84.7,38.64,253.31,225.18
1092,1260,25.6,9.6,304,57,665.0,0.0,91.21,258.0,230.62,115.71,8.8,48.25,25.67,2.76,2023-08-22 12:00:00,12,1,8,0,91.4,87.11,35.51,270.78,233.21
1093,1261,25.7,9.4,313,68,626.0,0.0,95.19,241.94,238.29,92.28,8.36,42.77,25.86,2.9,2023-08-22 13:00:00,13,1,8,0,91.21,91.72,49.65,258.0,203.96
1094,1262,24.6,11.6,330,97,451.0,0.0,101.62,197.47,180.47,95.79,6.3,35.21,25.83,2.9,2023-08-22 14:00:00,14,1,8,0,95.19,100.01,71.28,241.94,163.33
1095,1263,24.6,10.3,324,74,345.0,0.0,112.27,128.74,84.31,101.85,3.45,26.47,25.39,2.9,2023-08-22 15:00:00,15,1,8,0,101.62,114.74,94.38,197.47,133.22
1096,1264,23.6,9.3,332,94,242.0,0.0,144.27,97.19,61.61,86.15,2.32,17.18,24.51,2.62,2023-08-22 16:00:00,16,1,8,0,112.27,138.33,107.89,128.74,74.58
1097,1265,22.6,5.2,348,80,126.0,0.0,186.98,46.74,44.11,41.27,0.96,7.81,23.74,2.34,2023-08-22 17:00:00,17,1,8,0,144.27,187.04,132.93,97.19,35.58
1108,1276,13.8,5.2,326,41,0.0,0.0,147.15,0.95,0.0,7.98,0.12,1.18,14.75,1.45,2023-08-23 04:00:00,4,2,8,0,116.86,142.06,127.02,0.0,0.85
1109,1277,13.3,5.3,332,58,13.0,0.0,164.19,82.22,83.13,48.63,1.58,10.39,14.7,1.31,2023-08-23 05:00:00,5,2,8,0,147.15,154.56,155.12,0.95,73.71
1110,1278,14.8,3.8,319,47,111.0,0.0,157.83,144.2,144.57,65.84,3.61,19.78,16.79,0.83,2023-08-23 06:00:00,6,2,8,0,164.19,141.5,135.67,82.22,92.05
1111,1279,18.1,1.1,180,0,268.0,0.0,137.12,192.78,197.04,72.86,5.71,28.95,19.14,0.83,2023-08-23 07:00:00,7,2,8,0,157.83,118.02,116.69,144.2,169.4
1112,1280,19.9,3.0,284,4,428.0,0.0,115.56,230.83,239.41,75.73,7.58,37.39,20.62,1.03,2023-08-23 08:00:00,8,2,8,0,137.12,105.37,103.81,192.78,209.86
1113,1281,21.6,3.9,292,48,546.0,0.0,109.71,257.81,266.93,79.88,9.0,44.4,21.79,1.31,2023-08-23 09:00:00,9,2,8,0,115.56,99.69,97.84,230.83,231.84
1114,1282,22.7,4.6,288,67,643.0,0.0,101.53,273.55,267.19,97.34,9.66,49.02,22.77,1.72,2023-08-23 10:00:00,10,2,8,0,109.71,93.65,91.82,257.81,253.31
1115,1283,23.9,7.2,297,54,693.0,0.0,99.15,274.19,268.67,96.96,9.83,50.31,23.46,2.0,2023-08-23 11:00:00,11,2,8,0,101.53,91.4,88.23,273.55,270.78
1116,1284,24.3,9.2,309,0,759.0,0.0,98.48,262.89,245.96,106.48,9.21,47.91,23.98,2.21,2023-08-23 12:00:00,12,2,8,0,99.15,91.21,89.73,274.19,258.0
1117,1285,24.8,8.1,302,0,731.0,0.0,103.7,241.27,253.58,76.89,8.63,42.44,24.26,2.28,2023-08-23 13:00:00,13,2,8,0,98.48,95.19,92.1,262.89,241.94
1118,1286,25.0,7.5,287,100,644.0,0.0,113.21,207.29,208.31,82.88,6.92,34.9,24.46,2.14,2023-08-23 14:00:00,14,2,8,0,103.7,101.62,98.18,241.27,197.47
1119,1287,25.1,7.6,278,0,528.0,0.0,134.36,163.25,161.33,77.86,4.95,26.17,24.41,2.07,2023-08-23 15:00:00,15,2,8,0,113.21,112.27,110.35,207.29,128.74
1120,1288,24.8,9.0,299,0,394.0,0.0,192.3,110.68,114.07,61.05,2.9,16.88,24.11,2.07,2023-08-23 16:00:00,16,2,8,0,134.36,144.27,127.61,163.25,97.19
1121,1289,23.8,6.1,310,0,234.0,0.0,244.19,51.12,58.56,36.87,1.02,7.51,23.42,1.38,2023-08-23 17:00:00,17,2,8,0,192.3,186.98,152.79,110.68,46.74
1132,1300,13.1,1.1,180,93,0.0,0.0,154.98,0.73,0.0,7.49,0.11,0.95,16.3,0.69,2023-08-24 04:00:00,4,3,8,0,128.34,147.15,127.32,0.0,0.95
1133,1301,13.0,1.1,108,100,10.0,0.0,163.12,79.26,82.27,47.43,1.56,10.17,16.06,0.48,2023-08-24 05:00:00,5,3,8,0,154.98,164.19,136.1,0.73,82.22
1134,1302,14.5,1.1,162,100,68.0,0.0,158.77,132.69,97.26,93.43,3.17,19.56,17.08,0.14,2023-08-24 06:00:00,6,3,8,0,163.12,157.83,129.5,79.26,144.2
1135,1303,16.8,1.6,153,100,163.0,0.0,131.99,177.39,82.05,157.7,4.29,28.72,19.58,0.34,2023-08-24 07:00:00,7,3,8,0,158.77,137.12,112.53,132.69,192.78
1136,1304,18.2,5.8,97,100,248.0,0.0,117.06,176.28,68.67,167.76,4.35,37.14,21.21,0.28,2023-08-24 08:00:00,8,3,8,0,131.99,115.56,102.85,177.39,230.83
1137,1305,19.3,3.4,148,72,261.0,0.0,112.32,210.36,86.23,191.15,5.41,44.11,22.04,1.31,2023-08-24 09:00:00,9,3,8,0,117.06,109.71,96.11,176.28,257.81
1138,1306,22.3,6.9,152,100,583.0,0.0,110.75,223.37,116.0,178.26,6.28,48.71,22.96,2.14,2023-08-24 10:00:00,10,3,8,0,112.32,101.53,92.03,210.36,273.55
1139,1307,24.1,7.9,137,100,678.0,0.0,109.12,255.1,235.63,105.07,9.01,49.96,23.92,2.62,2023-08-24 11:00:00,11,3,8,0,110.75,99.15,89.82,223.37,274.19
1140,1308,26.0,9.2,135,100,656.0,0.0,110.5,261.74,227.84,124.08,9.05,47.57,25.19,2.69,2023-08-24 12:00:00,12,3,8,0,109.12,98.48,90.61,255.1,262.89
1141,1309,26.9,11.2,135,100,657.0,0.0,115.24,238.84,206.8,120.44,8.07,42.11,26.03,2.34,2023-08-24 13:00:00,13,3,8,0,110.5,103.7,93.85,261.74,241.27
1142,1310,27.5,10.8,143,100,549.0,0.0,124.47,197.02,208.69,73.44,6.84,34.58,26.55,2.34,2023-08-24 14:00:00,14,3,8,0,115.24,113.21,99.5,238.84,207.29
1143,1311,26.6,9.2,219,100,417.0,0.0,154.37,152.73,160.85,68.79,4.84,25.86,26.91,2.34,2023-08-24 15:00:00,15,3,8,0,124.47,134.36,110.93,197.02,163.25
1144,1312,25.4,5.1,176,100,146.0,0.0,195.79,103.88,101.33,65.69,2.76,16.58,26.84,2.0,2023-08-24 16:00:00,16,3,8,0,154.37,192.3,126.73,152.73,110.68
1145,1313,24.2,3.3,283,100,97.0,0.0,247.23,36.24,23.89,43.86,0.82,7.2,25.91,1.1,2023-08-24 17:00:00,17,3,8,0,195.79,244.19,142.2,103.88,51.12
1156,1324,16.2,3.3,221,19,0.0,0.0,123.82,0.45,0.0,6.87,0.1,0.72,18.0,2.14,2023-08-25 04:00:00,4,4,8,0,105.59,154.98,126.7,0.0,0.73
1157,1325,16.0,4.6,198,70,8.0,0.0,139.79,71.07,72.61,46.37,1.44,9.95,17.99,2.0,2023-08-25 05:00:00,5,4,8,0,123.82,163.12,140.61,0.45,79.26
1158,1326,17.9,7.1,195,100,79.0,0.0,140.54,110.52,26.22,127.63,2.34,19.34,19.73,1.59,2023-08-25 06:00:00,6,4,8,0,139.79,158.77,126.2,71.07,132.69
1159,1327,19.5,10.7,194,100,167.0,0.0,126.5,168.4,35.61,186.43,3.58,28.49,20.17,2.9,2023-08-25 07:00:00,7,4,8,0,140.54,131.99,107.71,110.52,177.39
1160,1328,19.9,10.2,203,100,200.0,0.0,114.28,200.61,33.14,226.98,4.23,36.88,21.28,2.97,2023-08-25 08:00:00,8,4,8,0,126.5,117.06,96.85,168.4,176.28
1161,1329,21.1,12.2,227,100,146.0,0.0,107.16,202.41,13.06,247.66,3.97,43.83,22.51,4.21,2023-08-25 09:00:00,9,4,8,0,114.28,112.32,89.7,200.61,210.36
1162,1330,23.0,15.8,235,100,415.0,0.0,100.22,181.92,1.66,234.3,3.42,48.39,23.17,4.55,2023-08-25 10:00:00,10,4,8,0,107.16,110.75,83.22,202.41,223.37
1163,1331,23.0,19.8,207,100,377.0,0.0,98.14,203.17,13.75,248.93,4.04,49.62,23.33,3.93,2023-08-25 11:00:00,11,4,8,0,100.22,109.12,78.87,181.92,255.1
1164,1332,23.5,16.3,235,100,274.0,0.0,94.77,172.27,8.65,216.79,3.4,47.22,23.44,4.0,2023-08-25 12:00:00,12,4,8,0,98.14,110.5,78.16,203.17,261.74
1165,1333,24.3,17.4,220,100,445.0,0.0,96.54,158.29,11.02,197.69,3.19,41.77,22.73,3.31,2023-08-25 13:00:00,13,4,8,0,94.77,115.24,84.44,172.27,238.84
1166,1334,24.6,18.8,234,100,325.0,0.0,105.14,125.48,10.6,159.24,2.59,34.25,22.55,2.76,2023-08-25 14:00:00,14,4,8,0,96.54,124.47,93.86,158.29,197.02
