time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231001:0530,0.71,0.0,7.36,0.11,1.15,11.21,1.72,0.0
20231001:0630,23.55,1.63,40.94,1.1,10.33,11.65,1.86,0.0
20231001:0730,65.21,13.41,87.47,2.86,18.86,12.41,2.0,0.0
20231001:0830,64.81,40.11,73.93,4.88,26.26,14.22,3.17,0.0
20231001:0930,65.71,62.03,61.37,6.27,31.91,16.02,3.45,0.0
20231001:1030,71.13,68.67,62.7,6.75,35.16,17.58,3.59,0.0
20231001:1130,73.55,69.29,65.86,7.0,35.52,18.75,3.59,0.0
20231001:1230,76.72,55.21,79.89,6.36,32.93,19.73,3.59,0.0
20231001:1330,96.57,25.99,120.91,4.66,27.8,20.41,3.52,0.0
20231001:1430,75.7,10.25,104.24,3.09,20.76,20.57,3.52,0.0
20231001:1530,49.72,0.24,75.77,1.59,12.44,20.43,3.31,0.0
20231001:1630,7.07,0.0,19.22,0.29,3.38,19.68,2.62,0.0
20231001:1730,0.0,0.0,0.0,0.0,0.0,18.38,2.55,0.0
20231001:1830,0.0,0.0,0.0,0.0,0.0,17.41,2.48,0.0
20231001:1930,0.0,0.0,0.0,0.0,0.0,16.21,2.07,0.0
20231001:2030,0.0,0.0,0.0,0.0,0.0,15.36,2.07,0.0
20231001:2130,0.0,0.0,0.0,0.0,0.0,14.53,2.07,0.0
20231001:2230,0.0,0.0,0.0,0.0,0.0,13.71,2.0,0.0
20231001:2330,0.0,0.0,0.0,0.0,0.0,12.69,1.72,0.0
20231002:0030,0.0,0.0,0.0,0.0,0.0,11.77,1.72,0.0
20231002:0130,0.0,0.0,0.0,0.0,0.0,11.11,1.66,0.0
20231002:0230,0.0,0.0,0.0,0.0,0.0,10.64,1.59,0.0
20231002:0330,0.0,0.0,0.0,0.0,0.0,10.23,1.59,0.0
20231002:0430,0.0,0.0,0.0,0.0,0.0,9.9,1.59,0.0
20231002:0530,1.15,0.0,8.29,0.12,0.9,9.66,1.59,0.0
20231002:0630,20.65,0.86,36.64,1.5,10.06,9.93,1.52,0.0
20231002:0730,37.4,19.38,52.73,3.34,18.58,12.79,1.31,0.0
20231002:0830,46.83,42.74,53.17,5.1,25.95,16.98,1.72,0.0
20231002:0930,59.44,59.86,57.47,6.39,31.56,19.21,2.55,0.0
20231002:1030,66.29,68.89,59.6,7.11,34.78,21.03,2.83,0.0
20231002:1130,62.97,69.66,55.87,7.23,35.12,22.46,2.97,0.0
20231002:1230,55.53,59.18,54.96,6.65,32.53,23.54,2.97,0.0
20231002:1330,45.13,40.12,54.62,5.45,27.41,24.16,2.9,0.0
20231002:1430,36.95,16.46,55.78,3.74,20.38,24.32,2.83,0.0
20231002:1530,36.0,0.0,59.88,0.9,12.08,23.99,2.41,0.0
20231002:1630,5.62,0.0,17.03,0.26,3.03,22.69,2.0,0.0
20231002:1730,0.0,0.0,0.0,0.0,0.0,20.86,2.21,0.0
20231002:1830,0.0,0.0,0.0,0.0,0.0,19.23,2.21,0.0
20231002:1930,0.0,0.0,0.0,0.0,0.0,17.83,2.14,0.0
20231002:2030,0.0,0.0,0.0,0.0,0.0,16.48,2.21,0.0
20231002:2130,0.0,0.0,0.0,0.0,0.0,15.31,2.21,0.0
20231002:2230,0.0,0.0,0.0,0.0,0.0,14.41,2.21,0.0
20231002:2330,0.0,0.0,0.0,0.0,0.0,13.79,2.28,0.0
20231003:0030,0.0,0.0,0.0,0.0,0.0,13.39,2.34,0.0
20231003:0130,0.0,0.0,0.0,0.0,0.0,13.19,2.48,0.0
20231003:0230,0.0,0.0,0.0,0.0,0.0,13.27,2.55,0.0
20231003:0330,0.0,0.0,0.0,0.0,0.0,13.67,2.69,0.0
20231003:0430,0.0,0.0,0.0,0.0,0.0,14.6,2.97,0.0
20231003:0530,0.95,0.0,7.98,0.12,0.65,15.46,3.59,0.0
20231003:0630,34.38,0.0,56.0,0.84,9.8,16.38,4.21,0.0
20231003:0730,82.85,3.52,113.68,2.24,18.29,17.71,4.76,0.0
20231003:0830,108.37,11.24,140.81,3.39,25.64,18.97,4.34,0.0
20231003:0930,146.85,18.08,182.35,4.63,31.22,20.21,5.38,0.0
20231003:1030,148.22,24.74,180.63,5.24,34.41,21.33,6.07,0.0
20231003:1130,95.01,38.08,111.42,5.53,34.73,22.02,7.1,0.0
20231003:1230,67.03,31.93,82.59,4.65,32.14,22.39,6.83,0.0
20231003:1330,63.37,15.05,86.94,3.24,27.02,21.3,6.07,0.0
20231003:1430,43.48,1.67,67.43,1.34,20.01,19.02,5.17,0.0
20231003:1530,7.59,0.0,19.84,0.3,11.72,16.87,4.9,0.0
20231003:1630,0.0,0.0,4.01,0.06,2.67,15.7,4.9,0.0
20231003:1730,0.0,0.0,0.0,0.0,0.0,14.82,5.24,0.0
20231003:1830,0.0,0.0,0.0,0.0,0.0,13.02,6.34,0.0
20231003:1930,0.0,0.0,0.0,0.0,0.0,12.39,4.9,0.0
20231003:2030,0.0,0.0,0.0,0.0,0.0,12.07,4.41,0.0
20231003:2130,0.0,0.0,0.0,0.0,0.0,12.0,4.21,0.0
20231003:2230,0.0,0.0,0.0,0.0,0.0,11.76,4.34,0.0
20231003:2330,0.0,0.0,0.0,0.0,0.0,11.48,4.07,0.0
20231004:0030,0.0,0.0,0.0,0.0,0.0,11.17,3.52,0.0
20231004:0130,0.0,0.0,0.0,0.0,0.0,10.87,3.72,0.0
20231004:0230,0.0,0.0,0.0,0.0,0.0,10.64,3.72,0.0
20231004:0330,0.0,0.0,0.0,0.0,0.0,10.44,3.93,0.0
20231004:0430,0.0,0.0,0.0,0.0,0.0,10.53,4.07,0.0
20231004:0530,0.55,0.0,6.95,0.1,0.39,10.42,4.07,0.0
20231004:0630,34.76,0.0,55.19,0.83,9.53,10.5,3.93,0.0
20231004:0730,60.78,6.92,84.13,2.68,18.01,11.06,3.52,0.0
20231004:0830,82.27,13.27,106.25,3.27,25.32,12.28,5.52,0.0
20231004:0930,118.5,18.48,144.76,4.24,30.87,13.29,5.24,0.0
20231004:1030,131.42,17.88,159.96,4.3,34.03,14.46,5.24,0.0
20231004:1130,110.91,3.85,144.12,2.5,34.34,15.15,4.76,0.0
20231004:1230,78.05,22.51,97.71,4.11,31.75,15.22,4.76,0.0
20231004:1330,93.19,8.46,122.59,3.08,26.64,15.73,4.83,0.0
20231004:1430,64.05,1.0,91.5,1.64,19.64,15.87,4.48,0.0
20231004:1530,34.48,0.0,55.95,0.84,11.36,15.6,3.86,0.0
20231004:1630,3.67,0.0,13.29,0.2,2.32,15.19,3.52,0.0
20231004:1730,0.0,0.0,0.0,0.0,0.0,14.48,3.17,0.0
20231004:1830,0.0,0.0,0.0,0.0,0.0,13.7,2.97,0.0
20231004:1930,0.0,0.0,0.0,0.0,0.0,12.84,2.76,0.0
20231004:2030,0.0,0.0,0.0,0.0,0.0,12.41,2.9,0.0
20231004:2130,0.0,0.0,0.0,0.0,0.0,11.93,2.83,0.0
20231004:2230,0.0,0.0,0.0,0.0,0.0,11.67,2.97,0.0
20231004:2330,0.0,0.0,0.0,0.0,0.0,11.44,3.17,0.0
20231005:0030,0.0,0.0,0.0,0.0,0.0,11.31,3.38,0.0
20231005:0130,0.0,0.0,0.0,0.0,0.0,11.47,3.38,0.0
20231005:0230,0.0,0.0,0.0,0.0,0.0,11.52,3.45,0.0
20231005:0330,0.0,0.0,0.0,0.0,0.0,11.39,3.59,0.0
20231005:0430,0.0,0.0,0.0,0.0,0.0,11.33,3.72,0.0
20231005:0530,0.22,0.0,6.15,0.09,0.14,11.16,3.72,0.0
20231005:0630,26.98,0.0,45.7,0.69,9.27,11.27,3.79,0.0
20231005:0730,65.85,2.77,91.44,2.12,17.72,11.49,3.52,0.0
20231005:0830,97.48,10.93,124.91,3.47,25.01,12.49,4.83,0.0
20231005:0930,146.08,8.83,180.95,3.76,30.53,13.65,5.72,0.0
20231005:1030,135.63,9.63,169.08,3.6,33.66,14.51,5.59,0.0
20231005:1130,138.41,6.24,174.42,3.28,33.95,15.11,5.38,0.0
20231005:1230,100.69,2.96,133.09,2.31,31.35,15.44,5.03,0.0
20231005:1330,87.3,0.87,118.72,1.86,26.26,15.59,4.34,0.0
20231005:1430,54.91,0.24,80.81,1.29,19.27,15.66,4.07,0.0
20231005:1530,37.6,0.0,59.83,0.9,11.01,15.49,3.31,0.0
20231005:1630,1.4,0.0,8.96,0.13,1.97,15.23,3.03,0.0
20231005:1730,0.0,0.0,0.0,0.0,0.0,14.54,2.76,0.0
20231005:1830,0.0,0.0,0.0,0.0,0.0,14.07,2.69,0.0
20231005:1930,0.0,0.0,0.0,0.0,0.0,13.44,2.55,0.0
20231005:2030,0.0,0.0,0.0,0.0,0.0,12.94,2.34,0.0
20231005:2130,0.0,0.0,0.0,0.0,0.0,12.29,2.14,0.0
20231005:2230,0.0,0.0,0.0,0.0,0.0,11.79,2.07,0.0
20231005:2330,0.0,0.0,0.0,0.0,0.0,11.21,1.93,0.0
20231006:0030,0.0,0.0,0.0,0.0,0.0,10.45,1.86,0.0
20231006:0130,0.0,0.0,0.0,0.0,0.0,9.63,1.93,0.0
20231006:0230,0.0,0.0,0.0,0.0,0.0,9.12,1.93,0.0
20231006:0330,0.0,0.0,0.0,0.0,0.0,8.63,1.93,0.0
20231006:0430,0.0,0.0,0.0,0.0,0.0,8.29,2.07,0.0
20231006:0530,0.0,0.0,0.0,0.0,-0.12,8.03,2.07,0.0
20231006:0630,23.98,0.0,41.42,0.62,9.0,8.09,2.14,0.0
20231006:0730,40.66,4.04,60.5,2.69,17.44,9.8,2.21,0.0
20231006:0830,53.87,21.03,70.77,4.61,24.69,11.67,3.45,0.0
20231006:0930,71.79,33.49,85.68,5.83,30.18,13.51,4.14,0.0
20231006:1030,73.58,41.75,83.41,6.53,33.28,14.95,4.55,0.0
20231006:1130,70.95,41.59,81.01,6.61,33.56,16.13,4.69,0.0
20231006:1230,63.62,32.93,77.89,6.03,30.96,17.04,4.76,0.0
20231006:1330,46.12,18.68,64.02,4.85,25.88,17.64,4.83,0.0
20231006:1430,44.33,1.13,66.88,3.16,18.9,17.84,4.69,0.0
20231006:1530,26.55,0.0,46.23,0.69,10.65,17.46,4.34,0.0
20231006:1630,1.66,0.0,9.54,0.14,1.63,16.63,4.0,0.0
20231006:1730,0.0,0.0,0.0,0.0,0.0,15.43,4.07,0.0
20231006:1830,0.0,0.0,0.0,0.0,0.0,14.67,4.21,0.0
20231006:1930,0.0,0.0,0.0,0.0,0.0,14.04,4.28,0.0
20231006:2030,0.0,0.0,0.0,0.0,0.0,13.73,4.21,0.0
20231006:2130,0.0,0.0,0.0,0.0,0.0,13.47,4.21,0.0
20231006:2230,0.0,0.0,0.0,0.0,0.0,13.27,4.28,0.0
20231006:2330,0.0,0.0,0.0,0.0,0.0,13.0,4.28,0.0
20231007:0030,0.0,0.0,0.0,0.0,0.0,12.66,4.21,0.0
20231007:0130,0.0,0.0,0.0,0.0,0.0,12.26,4.21,0.0
20231007:0230,0.0,0.0,0.0,0.0,0.0,11.98,4.34,0.0
20231007:0330,0.0,0.0,0.0,0.0,0.0,11.78,4.41,0.0
20231007:0430,0.0,0.0,0.0,0.0,0.0,11.65,4.41,0.0
20231007:0530,0.0,0.0,0.0,0.0,-0.37,11.74,4.48,0.0
20231007:0630,13.07,0.0,27.46,0.41,8.73,11.85,4.62,0.0
20231007:0730,65.46,0.26,92.05,1.64,17.15,12.61,4.34,0.0
20231007:0830,70.87,4.61,97.27,2.34,24.38,13.42,4.62,0.0
20231007:0930,70.72,6.34,96.44,2.33,29.83,14.22,5.1,0.0
20231007:1030,78.48,4.03,106.39,2.08,32.91,14.44,5.1,0.0
20231007:1130,110.29,20.61,135.85,5.05,33.17,14.99,6.07,0.0
20231007:1230,94.03,15.89,120.68,4.5,30.57,16.74,6.9,0.0
20231007:1330,48.33,13.11,68.63,4.46,25.5,17.74,6.69,0.0
20231007:1430,51.62,0.0,77.75,1.17,18.54,18.58,6.41,0.0
20231007:1530,24.19,0.0,43.33,0.65,10.3,18.63,5.59,0.0
20231007:1630,0.84,0.0,7.8,0.12,1.28,18.38,5.52,0.0
20231007:1730,0.0,0.0,0.0,0.0,0.0,18.1,5.59,0.0
20231007:1830,0.0,0.0,0.0,0.0,0.0,17.73,5.52,0.0
20231007:1930,0.0,0.0,0.0,0.0,0.0,17.28,5.52,0.0
20231007:2030,0.0,0.0,0.0,0.0,0.0,17.14,5.38,0.0
20231007:2130,0.0,0.0,0.0,0.0,0.0,16.55,5.24,0.0
20231007:2230,0.0,0.0,0.0,0.0,0.0,16.25,5.1,0.0
20231007:2330,0.0,0.0,0.0,0.0,0.0,15.89,5.03,0.0
20231008:0030,0.0,0.0,0.0,0.0,0.0,15.84,5.03,0.0
20231008:0130,0.0,0.0,0.0,0.0,0.0,15.72,4.9,0.0
20231008:0230,0.0,0.0,0.0,0.0,0.0,15.62,4.69,0.0
20231008:0330,0.0,0.0,0.0,0.0,0.0,15.69,4.34,0.0
20231008:0430,0.0,0.0,0.0,0.0,0.0,15.49,3.66,0.0
20231008:0530,0.0,0.0,0.0,0.0,-0.63,14.88,2.97,0.0
20231008:0630,1.88,0.0,9.9,0.15,8.47,13.66,2.97,0.0
20231008:0730,2.1,0.0,10.3,0.15,16.86,12.5,2.48,0.0
20231008:0830,9.91,0.0,22.94,0.33,24.06,11.44,2.41,0.0
20231008:0930,15.82,0.0,31.15,0.45,29.49,10.64,1.72,0.0
20231008:1030,36.65,2.15,56.76,1.13,32.54,10.56,0.9,0.0
20231008:1130,79.88,4.33,107.18,2.23,32.78,11.19,0.48,0.0
20231008:1230,94.28,7.35,123.19,3.24,30.19,11.9,0.28,0.0
20231008:1330,68.57,7.61,93.23,4.16,25.12,12.64,0.41,0.0
20231008:1430,42.56,0.0,65.54,0.98,18.17,13.38,0.76,0.0
20231008:1530,25.97,0.0,44.9,0.67,9.95,13.67,1.1,0.0
20231008:1630,0.62,0.0,7.18,0.11,0.94,13.64,1.1,0.0
20231008:1730,0.0,0.0,0.0,0.0,0.0,12.96,0.41,0.0
20231008:1830,0.0,0.0,0.0,0.0,0.0,11.89,0.9,0.0
20231008:1930,0.0,0.0,0.0,0.0,0.0,11.24,1.31,0.0
20231008:2030,0.0,0.0,0.0,0.0,0.0,11.18,1.52,0.0
20231008:2130,0.0,0.0,0.0,0.0,0.0,11.14,1.52,0.0
20231008:2230,0.0,0.0,0.0,0.0,0.0,10.97,1.45,0.0
20231008:2330,0.0,0.0,0.0,0.0,0.0,10.92,1.45,0.0
20231009:0030,0.0,0.0,0.0,0.0,0.0,11.12,1.66,0.0
20231009:0130,0.0,0.0,0.0,0.0,0.0,11.63,2.07,0.0
20231009:0230,0.0,0.0,0.0,0.0,0.0,12.08,2.69,0.0
20231009:0330,0.0,0.0,0.0,0.0,0.0,12.27,3.1,0.0
20231009:0430,0.0,0.0,0.0,0.0,0.0,12.51,3.38,0.0
20231009:0530,0.0,0.0,0.0,0.0,-0.89,12.75,3.79,0.0
20231009:0630,22.13,0.0,39.77,0.6,8.2,13.01,3.79,0.0
20231009:0730,58.74,0.0,84.84,1.27,16.57,13.85,3.93,0.0
20231009:0830,71.68,1.57,99.82,1.98,23.75,14.71,3.93,0.0
20231009:0930,87.31,1.49,118.27,2.0,29.14,15.13,4.21,0.0
20231009:1030,104.96,1.29,139.02,2.23,32.17,15.43,3.66,0.0
20231009:1130,76.52,0.89,106.29,1.69,32.4,15.89,3.72,0.0
20231009:1230,63.82,0.0,91.67,1.32,29.8,15.97,3.93,0.0
20231009:1330,76.04,0.17,106.11,1.62,24.74,16.2,3.86,0.0
20231009:1430,59.68,0.0,86.98,1.31,17.81,16.85,4.34,0.0
20231009:1530,31.31,0.0,52.3,0.79,9.6,17.23,4.28,0.0
20231009:1630,0.2,0.0,6.2,0.09,0.6,17.14,4.0,0.0
20231009:1730,0.0,0.0,0.0,0.0,0.0,16.51,3.66,0.0
20231009:1830,0.0,0.0,0.0,0.0,0.0,15.9,3.45,0.0
20231009:1930,0.0,0.0,0.0,0.0,0.0,15.35,3.03,0.0
20231009:2030,0.0,0.0,0.0,0.0,0.0,15.5,2.97,0.0
20231009:2130,0.0,0.0,0.0,0.0,0.0,15.4,2.83,0.0
20231009:2230,0.0,0.0,0.0,0.0,0.0,15.4,2.76,0.0
20231009:2330,0.0,0.0,0.0,0.0,0.0,15.16,2.69,0.0
20231010:0030,0.0,0.0,0.0,0.0,0.0,15.08,2.76,0.0
20231010:0130,0.0,0.0,0.0,0.0,0.0,15.05,2.62,0.0
20231010:0230,0.0,0.0,0.0,0.0,0.0,14.95,2.55,0.0
20231010:0330,0.0,0.0,0.0,0.0,0.0,14.8,2.55,0.0
20231010:0430,0.0,0.0,0.0,0.0,0.0,14.69,2.48,0.0
20231010:0530,0.0,0.0,0.0,0.0,-1.14,14.55,2.41,0.0
20231010:0630,13.71,0.0,28.62,0.43,7.93,14.35,2.48,0.0
20231010:0730,55.96,0.0,81.9,1.23,16.28,14.65,2.69,0.0
20231010:0830,87.82,1.96,118.54,2.79,23.43,15.03,2.83,0.0
20231010:0930,95.71,8.8,125.73,4.05,28.8,15.87,2.9,0.0
20231010:1030,73.06,17.73,96.05,5.06,31.8,17.07,2.69,0.0
20231010:1130,72.1,20.52,94.37,5.86,32.01,18.51,2.62,0.0
20231010:1230,66.33,12.81,91.16,5.1,29.42,19.99,2.76,0.0
20231010:1330,60.34,2.03,87.03,4.01,24.37,20.89,3.17,0.0
20231010:1430,53.14,0.0,80.65,1.21,17.45,21.36,3.52,0.0
20231010:1530,30.77,0.0,52.43,0.79,9.25,21.11,3.31,0.0
20231010:1630,0.35,0.0,6.64,0.1,0.26,19.98,3.31,0.0
20231010:1730,0.0,0.0,0.0,0.0,0.0,18.74,3.31,0.0
20231010:1830,0.0,0.0,0.0,0.0,0.0,17.71,3.45,0.0
20231010:1930,0.0,0.0,0.0,0.0,0.0,16.54,3.1,0.0
20231010:2030,0.0,0.0,0.0,0.0,0.0,16.05,2.97,0.0
20231010:2130,0.0,0.0,0.0,0.0,0.0,15.75,2.97,0.0
20231010:2230,0.0,0.0,0.0,0.0,0.0,15.42,3.1,0.0
20231010:2330,0.0,0.0,0.0,0.0,0.0,15.17,3.24,0.0
20231011:0030,0.0,0.0,0.0,0.0,0.0,15.02,3.38,0.0
20231011:0130,0.0,0.0,0.0,0.0,0.0,14.95,3.45,0.0
20231011:0230,0.0,0.0,0.0,0.0,0.0,14.92,3.59,0.0
20231011:0330,0.0,0.0,0.0,0.0,0.0,14.88,3.72,0.0
20231011:0430,0.0,0.0,0.0,0.0,0.0,14.8,3.86,0.0
20231011:0530,0.0,0.0,0.0,0.0,-1.4,14.79,3.79,0.0
20231011:0630,16.96,0.0,33.13,0.5,7.66,14.65,3.72,0.0
20231011:0730,37.89,0.0,60.1,0.9,15.99,15.22,4.07,0.0
20231011:0830,27.11,3.5,43.46,4.6,23.11,16.84,4.14,0.0
20231011:0930,36.58,16.69,52.65,5.8,28.45,18.67,4.9,0.0
20231011:1030,46.05,22.74,62.48,6.42,31.43,20.26,5.17,0.0
20231011:1130,40.54,22.4,56.03,6.49,31.63,21.43,5.45,0.0
20231011:1230,36.65,13.41,54.37,5.87,29.03,22.25,5.59,0.0
20231011:1330,67.79,0.0,98.89,1.49,24.0,22.6,5.59,0.0
20231011:1430,57.54,0.0,86.36,1.3,17.1,22.51,5.31,0.0
20231011:1530,27.71,0.0,48.6,0.73,8.91,22.07,5.17,0.0
20231011:1630,0.0,0.0,0.0,0.0,-0.08,21.3,4.83,0.0
20231011:1730,0.0,0.0,0.0,0.0,0.0,20.39,4.55,0.0
20231011:1830,0.0,0.0,0.0,0.0,0.0,19.79,4.48,0.0
20231011:1930,0.0,0.0,0.0,0.0,0.0,19.36,4.55,0.0
20231011:2030,0.0,0.0,0.0,0.0,0.0,19.12,4.62,0.0
20231011:2130,0.0,0.0,0.0,0.0,0.0,18.86,4.55,0.0
20231011:2230,0.0,0.0,0.0,0.0,0.0,18.59,4.62,0.0
20231011:2330,0.0,0.0,0.0,0.0,0.0,18.24,4.76,0.0
20231012:0030,0.0,0.0,0.0,0.0,0.0,17.67,4.69,0.0
20231012:0130,0.0,0.0,0.0,0.0,0.0,17.17,4.62,0.0
20231012:0230,0.0,0.0,0.0,0.0,0.0,16.89,4.55,0.0
20231012:0330,0.0,0.0,0.0,0.0,0.0,16.67,4.62,0.0
20231012:0430,0.0,0.0,0.0,0.0,0.0,16.28,4.34,0.0
20231012:0530,0.0,0.0,0.0,0.0,-1.66,15.98,4.0,0.0
20231012:0630,4.59,0.0,14.89,0.22,7.39,15.4,3.66,0.0
20231012:0730,30.32,0.0,50.65,0.76,15.7,15.21,3.86,0.0
20231012:0830,52.18,0.0,77.4,1.16,22.8,14.98,4.0,0.0
20231012:0930,30.91,0.02,51.4,0.75,28.11,15.16,4.21,0.0
20231012:1030,108.3,0.08,143.17,2.08,31.06,15.18,3.93,0.0
20231012:1130,73.38,0.05,103.08,1.5,31.25,16.09,3.24,0.0
20231012:1230,88.76,0.05,121.23,1.77,28.65,16.34,3.38,0.0
20231012:1330,92.38,0.0,125.68,1.89,23.63,16.72,3.03,0.0
20231012:1430,69.2,0.0,98.48,1.48,16.74,16.96,2.97,0.0
20231012:1530,25.41,0.0,44.72,0.67,8.56,17.14,3.17,0.0
20231012:1630,0.0,0.0,0.0,0.0,-0.41,16.75,2.9,0.0
20231012:1730,0.0,0.0,0.0,0.0,0.0,16.13,2.9,0.0
20231012:1830,0.0,0.0,0.0,0.0,0.0,15.43,2.83,0.0
20231012:1930,0.0,0.0,0.0,0.0,0.0,14.34,2.97,0.0
20231012:2030,0.0,0.0,0.0,0.0,0.0,14.28,2.83,0.0
20231012:2130,0.0,0.0,0.0,0.0,0.0,14.29,2.83,0.0
20231012:2230,0.0,0.0,0.0,0.0,0.0,14.48,2.9,0.0
20231012:2330,0.0,0.0,0.0,0.0,0.0,14.67,2.97,0.0
20231013:0030,0.0,0.0,0.0,0.0,0.0,15.07,3.17,0.0
20231013:0130,0.0,0.0,0.0,0.0,0.0,15.19,3.17,0.0
20231013:0230,0.0,0.0,0.0,0.0,0.0,15.19,2.97,0.0
20231013:0330,0.0,0.0,0.0,0.0,0.0,15.23,2.9,0.0
20231013:0430,0.0,0.0,0.0,0.0,0.0,15.38,3.17,0.0
20231013:0530,0.0,0.0,0.0,0.0,-1.92,15.5,3.45,0.0
20231013:0630,13.91,0.0,29.02,0.44,7.12,15.59,3.66,0.0
20231013:0730,31.25,0.0,51.98,0.78,15.41,16.06,4.0,0.0
20231013:0830,43.64,0.0,67.54,1.01,22.48,16.79,4.76,0.0
20231013:0930,37.57,0.94,59.67,1.44,27.76,17.35,4.76,0.0
20231013:1030,69.26,1.88,97.93,2.15,30.69,17.73,4.62,0.0
20231013:1130,75.5,5.98,103.66,4.15,30.87,18.66,5.03,0.0
20231013:1230,74.63,1.92,104.3,3.83,28.28,20.46,5.03,0.0
20231013:1330,68.28,0.0,99.02,1.49,23.26,21.39,5.03,0.0
20231013:1430,39.36,0.0,63.53,0.95,16.39,21.84,5.38,0.0
20231013:1530,18.55,0.0,36.25,0.54,8.22,21.91,5.38,0.0
20231013:1630,0.0,0.0,0.0,0.0,-0.74,21.49,5.45,0.0
20231013:1730,0.0,0.0,0.0,0.0,0.0,20.55,4.83,0.0
20231013:1830,0.0,0.0,0.0,0.0,0.0,20.21,4.41,0.0
20231013:1930,0.0,0.0,0.0,0.0,0.0,19.67,4.14,0.0
20231013:2030,0.0,0.0,0.0,0.0,0.0,19.51,4.55,0.0
20231013:2130,0.0,0.0,0.0,0.0,0.0,19.64,5.24,0.0
20231013:2230,0.0,0.0,0.0,0.0,0.0,18.7,5.52,0.0
20231013:2330,0.0,0.0,0.0,0.0,0.0,18.36,5.93,0.0
20231014:0030,0.0,0.0,0.0,0.0,0.0,17.89,6.55,0.0
20231014:0130,0.0,0.0,0.0,0.0,0.0,17.88,6.9,0.0
20231014:0230,0.0,0.0,0.0,0.0,0.0,18.12,7.1,0.0
20231014:0330,0.0,0.0,0.0,0.0,0.0,18.01,7.17,0.0
20231014:0430,0.0,0.0,0.0,0.0,0.0,17.81,7.17,0.0
20231014:0530,0.0,0.0,0.0,0.0,-2.17,16.8,6.97,0.0
20231014:0630,0.02,0.0,5.66,0.09,6.85,14.77,6.28,0.0
20231014:0730,18.73,0.0,35.18,0.53,15.12,12.2,4.9,0.0
20231014:0830,52.43,0.0,76.73,1.15,22.17,11.98,4.76,0.0
20231014:0930,65.15,1.84,89.34,4.33,27.42,12.65,5.03,0.0
20231014:1030,90.96,4.37,119.38,4.42,30.33,13.21,5.1,0.0
20231014:1130,82.72,4.16,109.96,4.5,30.49,13.56,4.9,0.0
20231014:1230,89.22,0.0,120.29,1.81,27.9,13.89,4.97,0.0
20231014:1330,67.42,0.0,95.1,1.43,22.9,14.11,4.83,0.0
20231014:1430,43.0,0.0,65.98,0.99,16.04,13.84,4.83,0.0
20231014:1530,15.06,0.0,30.36,0.46,7.89,13.24,4.55,0.0
20231014:1630,0.0,0.0,0.0,0.0,-1.07,12.58,4.34,0.0
20231014:1730,0.0,0.0,0.0,0.0,0.0,11.37,4.62,0.0
20231014:1830,0.0,0.0,0.0,0.0,0.0,10.16,4.34,0.0
20231014:1930,0.0,0.0,0.0,0.0,0.0,9.61,3.86,0.0
20231014:2030,0.0,0.0,0.0,0.0,0.0,9.22,3.66,0.0
20231014:2130,0.0,0.0,0.0,0.0,0.0,8.88,3.72,0.0
20231014:2230,0.0,0.0,0.0,0.0,0.0,8.38,3.86,0.0
20231014:2330,0.0,0.0,0.0,0.0,0.0,7.94,3.79,0.0
20231015:0030,0.0,0.0,0.0,0.0,0.0,7.55,3.66,0.0
20231015:0130,0.0,0.0,0.0,0.0,0.0,7.09,3.52,0.0
20231015:0230,0.0,0.0,0.0,0.0,0.0,6.67,3.38,0.0
20231015:0330,0.0,0.0,0.0,0.0,0.0,6.31,3.31,0.0
20231015:0430,0.0,0.0,0.0,0.0,0.0,5.98,3.31,0.0
20231015:0530,0.0,0.0,0.0,0.0,-2.43,5.73,3.38,0.0
20231015:0630,12.67,0.0,26.3,0.4,6.58,5.62,3.45,0.0
20231015:0730,43.75,0.0,64.96,0.98,14.83,6.19,3.38,0.0
20231015:0830,74.56,0.0,100.4,1.51,21.85,6.78,4.62,0.0
20231015:0930,89.58,0.0,117.34,1.76,27.08,6.97,4.62,0.0
20231015:1030,103.91,1.54,132.03,3.77,29.96,7.38,4.28,0.0
20231015:1130,104.89,1.82,132.63,4.94,30.12,8.21,4.28,0.0
20231015:1230,117.74,0.0,149.98,2.25,27.53,9.04,4.34,0.0
20231015:1330,78.8,0.0,105.89,1.59,22.54,8.45,4.62,0.0
20231015:1430,42.26,0.0,63.62,0.96,15.69,8.08,4.97,0.0
20231015:1530,15.96,0.0,30.99,0.47,7.56,8.03,4.41,0.0
20231015:1630,0.0,0.0,0.0,0.0,-1.39,7.65,4.14,0.0
20231015:1730,0.0,0.0,0.0,0.0,0.0,6.93,3.79,0.0
20231015:1830,0.0,0.0,0.0,0.0,0.0,6.45,3.52,0.0
20231015:1930,0.0,0.0,0.0,0.0,0.0,5.6,3.24,0.0
20231015:2030,0.0,0.0,0.0,0.0,0.0,5.25,3.1,0.0
20231015:2130,0.0,0.0,0.0,0.0,0.0,4.95,2.97,0.0
20231015:2230,0.0,0.0,0.0,0.0,0.0,4.66,2.83,0.0
20231015:2330,0.0,0.0,0.0,0.0,0.0,4.4,2.69,0.0
20231016:0030,0.0,0.0,0.0,0.0,0.0,4.12,2.55,0.0
20231016:0130,0.0,0.0,0.0,0.0,0.0,3.81,2.48,0.0
