time,P,G(i),H_sun,T2m,WS10m,Int
20220711:1910,0.0,1.0,1.9,16.43,1.66,0.0
20220711:2010,0.0,0.0,0.0,16.05,1.59,0.0
20220711:2110,0.0,0.0,0.0,15.57,1.31,0.0
20220711:2210,0.0,0.0,0.0,15.31,1.24,0.0
20220711:2310,0.0,0.0,0.0,15.21,1.17,0.0
20220712:0010,0.0,0.0,0.0,15.03,1.1,0.0
20220712:0110,0.0,0.0,0.0,14.85,1.24,0.0
20220712:0210,0.0,0.0,0.0,14.48,1.17,0.0
20220712:0310,0.0,0.0,0.0,13.96,0.97,0.0
20220712:0410,7.01,19.0,6.01,13.19,1.03,0.0
20220712:0510,89.01,126.0,14.73,13.85,0.76,0.0
20220712:0610,122.15,163.0,23.97,15.54,1.38,0.0
20220712:0710,358.55,444.0,33.39,15.4,1.93,0.0
20220712:0810,476.74,599.0,42.59,16.76,0.97,0.0
20220712:0910,603.48,778.01,50.98,18.25,0.69,0.0
20220712:1010,663.9,866.01,57.56,19.67,1.03,0.0
20220712:1110,683.91,902.01,60.85,21.12,1.1,0.0
20220712:1210,666.69,880.01,59.66,22.37,1.24,0.0
20220712:1310,628.56,821.01,54.46,23.38,1.72,0.0
20220712:1410,557.32,721.0,46.78,23.98,1.93,0.0
20220712:1510,468.25,604.0,37.88,24.26,1.86,0.0
20220712:1610,337.48,441.0,28.5,24.23,1.79,0.0
20220712:1710,195.68,274.0,19.13,23.96,1.66,0.0
20220712:1810,66.38,114.0,10.12,23.18,1.03,0.0
20220712:1910,0.83,8.0,1.81,23.07,0.28,0.0
20220712:2010,0.0,0.0,0.0,20.71,1.03,0.0
20220712:2110,0.0,0.0,0.0,20.05,0.97,0.0
20220712:2210,0.0,0.0,0.0,18.01,1.45,0.0
20220712:2310,0.0,0.0,0.0,17.15,1.45,0.0
20220713:0010,0.0,0.0,0.0,16.16,1.59,0.0
20220713:0110,0.0,0.0,0.0,15.41,1.59,0.0
20220713:0210,0.0,0.0,0.0,15.05,1.52,0.0
20220713:0310,0.0,0.0,0.0,14.79,1.52,0.0
20220713:0410,21.63,44.0,5.88,14.74,1.52,0.0
20220713:0510,17.06,34.0,14.6,15.99,1.38,0.0
20220713:0610,89.33,126.0,23.84,19.54,1.17,0.0
20220713:0710,291.39,371.0,33.27,20.21,1.93,0.0
20220713:0810,505.0,640.0,42.47,21.29,2.14,0.0
20220713:0910,313.26,402.0,50.85,23.08,2.9,0.0
20220713:1010,526.49,675.0,57.42,24.48,3.52,0.0
20220713:1110,479.79,616.0,60.71,25.55,4.21,0.0
20220713:1210,366.82,473.0,59.53,26.41,4.76,0.0
20220713:1310,365.19,471.0,54.35,26.83,4.9,0.0
20220713:1410,70.79,106.0,46.69,26.54,4.55,0.0
20220713:1510,301.89,391.0,37.79,26.65,4.28,0.0
20220713:1610,304.47,398.0,28.42,26.76,4.14,0.0
20220713:1710,104.96,150.0,19.04,26.16,3.1,0.0
20220713:1810,40.55,69.0,10.03,24.72,3.17,0.0
20220713:1910,0.0,5.0,1.71,23.72,2.76,0.0
20220713:2010,0.0,0.0,0.0,21.75,2.55,0.0
20220713:2110,0.0,0.0,0.0,20.72,1.03,0.0
20220713:2210,0.0,0.0,0.0,19.93,1.1,0.0
20220713:2310,0.0,0.0,0.0,19.05,1.52,0.0
20220714:0010,0.0,0.0,0.0,18.26,1.72,0.0
20220714:0110,0.0,0.0,0.0,17.87,1.52,0.0
20220714:0210,0.0,0.0,0.0,17.36,1.31,0.0
20220714:0310,0.0,0.0,0.0,17.01,1.1,0.0
20220714:0410,0.0,5.0,5.75,16.95,0.97,0.0
20220714:0510,10.02,24.0,14.47,17.56,1.03,0.0
20220714:0610,71.07,103.0,23.72,18.05,1.45,0.0
20220714:0710,93.7,130.0,33.14,17.22,1.1,0.0
20220714:0810,319.54,405.0,42.34,18.08,0.83,0.0
20220714:0910,223.02,289.0,50.71,19.64,0.76,0.0
20220714:1010,346.13,444.0,57.28,21.16,1.45,0.0
20220714:1110,336.3,431.0,60.56,22.19,2.41,0.0
20220714:1210,479.18,609.0,59.39,22.2,3.24,0.0
20220714:1310,330.46,421.0,54.23,22.02,3.17,0.0
20220714:1410,142.65,191.0,46.59,21.75,3.86,0.0
20220714:1510,325.52,412.0,37.7,22.04,3.86,0.0
20220714:1610,322.02,411.0,28.33,21.8,4.0,0.0
20220714:1710,194.5,267.0,18.95,21.11,4.07,0.0
20220714:1810,69.73,121.0,9.93,20.08,3.72,0.0
20220714:1910,0.0,3.0,1.6,19.46,3.38,0.0
20220714:2010,0.0,0.0,0.0,18.14,3.03,0.0
20220714:2110,0.0,0.0,0.0,16.87,2.69,0.0
20220714:2210,0.0,0.0,0.0,15.86,2.21,0.0
20220714:2310,0.0,0.0,0.0,14.9,1.66,0.0
20220715:0010,0.0,0.0,0.0,13.58,1.17,0.0
20220715:0110,0.0,0.0,0.0,12.79,1.17,0.0
20220715:0210,0.0,0.0,0.0,12.05,1.31,0.0
20220715:0310,0.0,0.0,0.0,11.46,1.38,0.0
20220715:0410,0.94,8.0,5.61,11.09,1.38,0.0
20220715:0510,140.55,204.0,14.34,12.61,1.45,0.0
20220715:0610,128.51,169.0,23.59,13.82,2.21,0.0
20220715:0710,147.27,191.0,33.01,14.61,2.55,0.0
20220715:0810,249.66,312.0,42.2,15.28,2.62,0.0
20220715:0910,193.06,246.0,50.57,15.66,2.41,0.0
20220715:1010,401.94,499.0,57.12,16.53,2.69,0.0
20220715:1110,447.09,557.0,60.4,17.35,2.83,0.0
20220715:1210,470.26,586.0,59.25,17.43,2.83,0.0
20220715:1310,510.93,637.0,54.11,17.6,2.69,0.0
20220715:1410,497.86,619.0,46.48,17.76,2.62,0.0
20220715:1510,426.22,530.0,37.6,18.03,2.55,0.0
20220715:1610,345.14,436.0,28.23,18.16,2.55,0.0
20220715:1710,157.34,212.0,18.85,17.76,2.34,0.0
20220715:1810,72.06,125.0,9.83,17.51,2.07,0.0
20220715:1910,0.0,2.0,1.49,16.47,1.31,0.0
20220715:2010,0.0,0.0,0.0,15.1,1.24,0.0
20220715:2110,0.0,0.0,0.0,13.99,1.24,0.0
20220715:2210,0.0,0.0,0.0,13.29,1.24,0.0
20220715:2310,0.0,0.0,0.0,12.36,1.52,0.0
20220716:0010,0.0,0.0,0.0,11.54,1.66,0.0
20220716:0110,0.0,0.0,0.0,11.12,1.79,0.0
20220716:0210,0.0,0.0,0.0,11.18,1.93,0.0
20220716:0310,0.0,0.0,0.0,11.02,2.07,0.0
20220716:0410,10.58,24.81,5.47,11.46,2.28,0.0
20220716:0510,103.42,146.0,14.2,13.02,2.48,0.0
20220716:0610,98.71,134.0,23.45,14.39,2.83,0.0
20220716:0710,147.5,192.0,32.87,15.88,3.31,0.0
20220716:0810,378.14,465.0,42.06,16.4,3.59,0.0
20220716:0910,341.91,423.0,50.42,17.4,4.55,0.0
20220716:1010,450.32,556.0,56.97,18.06,4.69,0.0
20220716:1110,364.84,454.0,60.24,18.71,4.69,0.0
20220716:1210,483.68,603.0,59.1,19.76,4.41,0.0
20220716:1310,474.41,593.0,53.98,20.35,4.14,0.0
20220716:1410,470.82,588.0,46.37,20.64,3.93,0.0
20220716:1510,454.4,567.0,37.5,20.68,3.79,0.0
20220716:1610,337.73,429.0,28.13,20.51,3.72,0.0
20220716:1710,197.03,270.0,18.75,19.88,3.38,0.0
20220716:1810,69.36,122.0,9.72,19.14,2.83,0.0
20220716:1910,0.0,3.0,1.37,17.82,2.07,0.0
20220716:2010,0.0,0.0,0.0,16.26,1.79,0.0
20220716:2110,0.0,0.0,0.0,14.73,1.66,0.0
20220716:2210,0.0,0.0,0.0,13.13,1.59,0.0
20220716:2310,0.0,0.0,0.0,12.21,1.45,0.0
20220717:0010,0.0,0.0,0.0,11.92,1.24,0.0
20220717:0110,0.0,0.0,0.0,11.61,1.1,0.0
20220717:0210,0.0,0.0,0.0,11.36,0.97,0.0
20220717:0310,0.0,0.0,0.0,10.62,1.03,0.0
20220717:0410,19.03,43.96,5.32,10.9,0.83,0.0
20220717:0510,133.14,194.0,14.06,11.33,0.34,0.0
20220717:0610,256.9,330.0,23.31,13.77,0.55,0.0
20220717:0710,404.48,510.0,32.74,15.67,0.34,0.0
20220717:0810,514.79,653.0,41.92,17.19,0.62,0.0
20220717:0910,601.58,779.01,50.27,18.54,0.55,0.0
20220717:1010,652.61,859.01,56.81,19.9,0.62,0.0
20220717:1110,672.35,891.01,60.08,21.16,0.83,0.0
20220717:1210,662.07,874.01,58.95,22.22,1.17,0.0
20220717:1310,629.84,824.01,53.85,22.96,1.52,0.0
20220717:1410,550.89,715.01,46.25,23.37,1.45,0.0
20220717:1510,464.41,601.0,37.39,23.57,1.31,0.0
20220717:1610,332.61,435.0,28.02,23.51,1.45,0.0
20220717:1710,191.56,269.0,18.64,23.12,1.45,0.0
20220717:1810,68.17,123.0,9.6,22.29,1.38,0.0
20220717:1910,0.0,0.0,0.0,20.63,1.38,0.0
20220717:2010,0.0,0.0,0.0,18.81,1.66,0.0
20220717:2110,0.0,0.0,0.0,17.27,1.79,0.0
20220717:2210,0.0,0.0,0.0,16.25,1.66,0.0
20220717:2310,0.0,0.0,0.0,15.43,1.79,0.0
20220718:0010,0.0,0.0,0.0,15.2,1.38,0.0
20220718:0110,0.0,0.0,0.0,15.49,1.1,0.0
20220718:0210,0.0,0.0,0.0,14.63,1.17,0.0
20220718:0310,0.0,0.0,0.0,13.94,1.24,0.0
20220718:0410,17.09,38.58,5.17,13.56,1.17,0.0
20220718:0510,121.0,177.0,13.92,13.74,0.97,0.0
20220718:0610,257.3,338.0,23.17,17.73,0.48,0.0
20220718:0710,387.9,498.0,32.6,20.34,0.69,0.0
20220718:0810,485.84,631.0,41.78,22.74,0.76,0.0
20220718:0910,546.48,718.01,50.12,24.43,1.1,0.0
20220718:1010,614.41,819.01,56.64,25.43,1.17,0.0
20220718:1110,641.2,868.01,59.9,26.54,0.97,0.0
20220718:1210,598.4,811.01,58.78,27.31,0.83,0.0
20220718:1310,584.41,790.01,53.7,27.99,0.9,0.0
20220718:1410,301.87,402.0,46.12,28.46,1.17,0.0
20220718:1510,190.1,258.0,37.27,28.58,1.38,0.0
20220718:1610,276.61,371.0,27.91,28.43,1.38,0.0
20220718:1710,116.89,168.0,18.53,27.66,1.1,0.0
20220718:1810,63.8,118.0,9.48,26.14,0.76,0.0
20220718:1910,0.0,0.0,0.0,26.85,0.48,0.0
20220718:2010,0.0,0.0,0.0,24.05,1.17,0.0
20220718:2110,0.0,0.0,0.0,22.47,1.24,0.0
20220718:2210,0.0,0.0,0.0,20.8,1.38,0.0
20220718:2310,0.0,0.0,0.0,18.83,1.59,0.0
20220719:0010,0.0,0.0,0.0,17.57,1.59,0.0
20220719:0110,0.0,0.0,0.0,16.75,1.66,0.0
20220719:0210,0.0,0.0,0.0,16.03,1.79,0.0
20220719:0310,0.0,0.0,0.0,15.43,1.79,0.0
20220719:0410,16.44,39.05,5.02,15.01,1.72,0.0
20220719:0510,123.55,184.0,13.77,16.16,1.38,0.0
20220719:0610,258.53,344.0,23.03,20.84,0.9,0.0
20220719:0710,384.57,503.0,32.45,24.16,0.76,0.0
20220719:0810,491.24,652.0,41.63,26.96,0.83,0.0
20220719:0910,567.73,767.01,49.96,29.0,1.03,0.0
20220719:1010,620.08,852.01,56.47,30.46,1.1,0.0
20220719:1110,638.7,888.01,59.73,31.49,1.03,0.0
20220719:1210,621.25,866.01,58.62,32.28,0.97,0.0
20220719:1310,591.91,821.01,53.56,32.87,1.03,0.0
20220719:1410,518.77,709.01,45.99,33.26,1.31,0.0
20220719:1510,434.46,589.0,37.15,33.39,1.52,0.0
20220719:1610,311.63,427.0,27.79,33.15,1.72,0.0
20220719:1710,179.18,264.0,18.41,32.51,1.86,0.0
20220719:1810,49.79,89.0,9.36,30.76,1.66,0.0
20220719:1910,0.0,0.0,0.0,28.89,2.0,0.0
20220719:2010,0.0,0.0,0.0,26.24,2.0,0.0
20220719:2110,0.0,0.0,0.0,23.98,2.0,0.0
20220719:2210,0.0,0.0,0.0,22.34,1.93,0.0
20220719:2310,0.0,0.0,0.0,21.1,2.0,0.0
20220720:0010,0.0,0.0,0.0,20.29,2.14,0.0
20220720:0110,0.0,0.0,0.0,19.69,2.21,0.0
20220720:0210,0.0,0.0,0.0,19.13,2.21,0.0
20220720:0310,0.0,0.0,0.0,18.52,2.14,0.0
20220720:0410,14.91,35.13,4.86,18.01,2.0,0.0
20220720:0510,117.42,178.0,13.62,18.98,1.72,0.0
20220720:0610,247.9,333.0,22.88,23.32,1.45,0.0
20220720:0710,379.51,495.0,32.31,26.19,2.07,0.0
20220720:0810,470.17,618.0,41.48,28.48,2.07,0.0
20220720:0910,551.19,736.01,49.8,30.5,2.21,0.0
20220720:1010,618.42,837.01,56.29,32.13,2.48,0.0
20220720:1110,641.52,877.01,59.54,33.24,2.48,0.0
20220720:1210,628.72,865.01,58.44,34.0,2.21,0.0
20220720:1310,586.8,807.01,53.4,34.23,1.86,0.0
20220720:1410,512.38,703.01,45.85,34.4,1.38,0.0
20220720:1510,421.01,577.0,37.02,34.34,0.97,0.0
20220720:1610,300.84,418.0,27.67,34.04,0.69,0.0
20220720:1710,170.45,254.0,18.28,33.69,0.9,0.0
20220720:1810,54.2,101.0,9.22,32.22,1.72,0.0
20220720:1910,0.0,0.0,0.0,30.13,2.83,0.0
20220720:2010,0.0,0.0,0.0,28.56,2.62,0.0
20220720:2110,0.0,0.0,0.0,27.32,2.76,0.0
20220720:2210,0.0,0.0,0.0,26.28,4.14,0.0
20220720:2310,0.0,0.0,0.0,24.71,5.03,0.0
20220721:0010,0.0,0.0,0.0,23.21,4.21,0.0
20220721:0110,0.0,0.0,0.0,22.11,3.17,0.0
20220721:0210,0.0,0.0,0.0,21.39,2.0,0.0
20220721:0310,0.0,0.0,0.0,20.68,1.45,0.0
20220721:0410,2.24,11.0,4.7,20.07,1.24,0.0
20220721:0510,41.43,67.0,13.47,19.88,2.14,0.0
20220721:0610,168.87,223.0,22.73,19.56,3.03,0.0
20220721:0710,326.48,410.0,32.16,19.1,2.97,0.0
20220721:0810,390.68,489.0,41.32,20.07,3.17,0.0
20220721:0910,543.41,683.0,49.63,21.73,3.72,0.0
20220721:1010,193.35,253.0,56.11,22.48,3.86,0.0
20220721:1110,605.86,771.01,59.35,23.76,4.28,0.0
20220721:1210,476.35,607.0,58.26,24.42,4.34,0.0
20220721:1310,190.04,251.0,53.24,24.44,4.14,0.0
20220721:1410,423.35,538.0,45.71,24.9,4.55,0.0
20220721:1510,102.17,144.0,36.89,24.93,4.69,0.0
20220721:1610,132.57,181.0,27.54,24.76,4.9,0.0
20220721:1710,104.34,148.0,18.15,23.84,4.34,0.0
20220721:1810,30.37,54.0,9.08,22.35,3.66,0.0
20220721:1910,0.0,0.0,0.0,20.96,2.97,0.0
20220721:2010,0.0,0.0,0.0,19.6,2.9,0.0
20220721:2110,0.0,0.0,0.0,18.77,2.76,0.0
20220721:2210,0.0,0.0,0.0,18.36,2.69,0.0
20220721:2310,0.0,0.0,0.0,17.96,2.62,0.0
20220722:0010,0.0,0.0,0.0,17.56,2.34,0.0
20220722:0110,0.0,0.0,0.0,17.35,2.21,0.0
20220722:0210,0.0,0.0,0.0,17.21,2.34,0.0
20220722:0310,0.0,0.0,0.0,17.11,2.28,0.0
20220722:0410,0.0,5.0,4.54,16.99,2.07,0.0
20220722:0510,10.72,25.0,13.31,17.18,2.07,0.0
20220722:0610,137.5,183.0,22.58,17.37,1.86,0.0
20220722:0710,112.05,152.0,32.0,17.66,1.79,0.0
20220722:0810,146.67,194.0,41.16,18.34,1.59,0.0
20220722:0910,312.59,398.0,49.46,19.37,1.31,0.0
20220722:1010,470.48,604.0,55.93,20.63,1.24,0.0
20220722:1110,615.54,805.01,59.16,22.06,1.31,0.0
20220722:1210,631.93,829.01,58.07,23.61,1.66,0.0
20220722:1310,565.6,740.01,53.07,24.69,1.66,0.0
20220722:1410,455.07,593.0,45.56,25.52,1.59,0.0
20220722:1510,395.96,516.0,36.75,25.83,1.52,0.0
20220722:1610,288.21,382.0,27.4,25.72,1.38,0.0
20220722:1710,174.65,250.0,18.01,25.37,1.79,0.0
20220722:1810,52.19,94.0,8.94,24.31,2.34,0.0
20220722:1910,0.0,0.0,0.0,22.04,2.41,0.0
20220722:2010,0.0,0.0,0.0,20.78,2.14,0.0
20220722:2110,0.0,0.0,0.0,19.69,2.0,0.0
20220722:2210,0.0,0.0,0.0,19.12,2.07,0.0
20220722:2310,0.0,0.0,0.0,18.6,2.0,0.0
20220723:0010,0.0,0.0,0.0,18.49,1.93,0.0
20220723:0110,0.0,0.0,0.0,17.98,1.66,0.0
20220723:0210,0.0,0.0,0.0,17.53,1.59,0.0
20220723:0310,0.0,0.0,0.0,16.89,1.24,0.0
20220723:0410,12.21,31.94,4.37,16.75,0.62,0.0
20220723:0510,57.97,88.0,13.15,17.39,0.76,0.0
20220723:0610,219.62,289.0,22.43,18.27,1.1,0.0
20220723:0710,121.84,164.0,31.85,17.88,1.38,0.0
20220723:0810,147.48,196.0,41.0,19.54,1.59,0.0
20220723:0910,321.17,408.0,49.29,20.69,2.48,0.0
20220723:1010,588.24,751.01,55.74,21.89,2.69,0.0
20220723:1110,492.93,632.0,58.96,22.91,2.62,0.0
20220723:1210,497.84,641.0,57.88,23.96,2.69,0.0
20220723:1310,468.34,601.0,52.9,24.31,2.97,0.0
20220723:1410,438.98,562.0,45.41,24.7,3.1,0.0
20220723:1510,319.46,411.0,36.6,24.77,3.24,0.0
20220723:1610,259.58,339.0,27.26,24.39,3.31,0.0
20220723:1710,164.51,232.0,17.86,23.69,3.17,0.0
20220723:1810,51.13,92.0,8.79,22.78,2.76,0.0
20220723:1910,0.0,0.0,0.0,21.12,2.14,0.0
20220723:2010,0.0,0.0,0.0,20.02,1.66,0.0
20220723:2110,0.0,0.0,0.0,18.8,1.31,0.0
20220723:2210,0.0,0.0,0.0,17.52,1.17,0.0
20220723:2310,0.0,0.0,0.0,17.45,0.83,0.0
20220724:0010,0.0,0.0,0.0,17.65,0.69,0.0
20220724:0110,0.0,0.0,0.0,16.71,0.83,0.0
20220724:0210,0.0,0.0,0.0,16.48,0.83,0.0
20220724:0310,0.0,0.0,0.0,15.11,1.03,0.0
20220724:0410,7.08,19.8,4.21,14.56,1.1,0.0
20220724:0510,101.67,153.0,12.99,16.02,0.55,0.0
20220724:0610,239.06,317.0,22.27,18.62,0.62,0.0
20220724:0710,360.2,463.0,31.69,20.29,0.62,0.0
20220724:0810,482.9,623.0,40.84,22.12,0.97,0.0
20220724:0910,576.49,756.01,49.11,23.67,1.1,0.0
20220724:1010,623.47,824.01,55.54,25.18,1.59,0.0
20220724:1110,651.1,864.01,58.75,26.33,2.0,0.0
20220724:1210,634.51,843.01,57.68,27.19,2.07,0.0
20220724:1310,595.17,790.01,52.72,27.82,1.93,0.0
20220724:1410,520.15,687.01,45.24,28.24,1.79,0.0
20220724:1510,423.84,559.0,36.45,28.44,1.66,0.0
20220724:1610,302.26,406.0,27.11,28.34,1.52,0.0
20220724:1710,171.16,250.0,17.71,28.0,1.24,0.0
20220724:1810,50.9,96.0,8.63,27.1,1.03,0.0
20220724:1910,0.0,0.0,0.0,25.53,1.1,0.0
20220724:2010,0.0,0.0,0.0,24.04,1.17,0.0
20220724:2110,0.0,0.0,0.0,22.08,1.59,0.0
20220724:2210,0.0,0.0,0.0,20.69,1.72,0.0
20220724:2310,0.0,0.0,0.0,19.7,1.93,0.0
20220725:0010,0.0,0.0,0.0,18.75,1.86,0.0
20220725:0110,0.0,0.0,0.0,18.1,1.86,0.0
20220725:0210,0.0,0.0,0.0,17.84,2.0,0.0
20220725:0310,0.0,0.0,0.0,17.98,2.21,0.0
20220725:0410,7.64,21.57,4.03,18.05,2.41,0.0
20220725:0510,97.32,149.0,12.83,19.59,2.41,0.0
20220725:0610,230.04,308.0,22.11,22.56,2.62,0.0
20220725:0710,365.14,471.0,31.53,24.95,2.97,0.0
20220725:0810,477.77,617.0,40.67,27.12,3.17,0.0
20220725:0910,565.37,738.01,48.93,28.93,3.52,0.0
20220725:1010,612.05,804.01,55.34,30.25,4.14,0.0
20220725:1110,0.0,0.0,0.0,31.11,4.41,0.0
20220725:1210,606.65,802.01,57.48,31.36,4.21,0.0
20220725:1310,565.35,743.01,52.54,31.51,4.55,0.0
20220725:1410,62.97,98.0,45.07,31.2,5.66,0.0
20220725:1510,189.54,255.0,36.29,28.71,4.21,0.0
20220725:1610,275.55,365.0,26.96,28.23,4.34,0.0
20220725:1710,175.29,252.0,17.56,26.12,4.41,0.0
20220725:1810,1.24,9.0,8.47,24.21,3.86,0.0
20220725:1910,0.0,0.0,0.0,22.13,3.31,0.0
20220725:2010,0.0,0.0,0.0,20.7,3.38,0.0
20220725:2110,0.0,0.0,0.0,19.96,3.24,0.0
20220725:2210,0.0,0.0,0.0,19.58,2.83,0.0
20220725:2310,0.0,0.0,0.0,19.1,2.48,0.0
20220726:0010,0.0,0.0,0.0,18.32,2.07,0.0
20220726:0110,0.0,0.0,0.0,17.79,1.93,0.0
20220726:0210,0.0,0.0,0.0,17.74,2.07,0.0
20220726:0310,0.0,0.0,0.0,17.29,2.21,0.0
20220726:0410,10.27,31.9,3.86,17.11,2.48,0.0
20220726:0510,89.34,134.0,12.66,17.23,2.69,0.0
20220726:0610,247.7,323.0,21.94,17.45,3.52,0.0
20220726:0710,386.38,483.0,31.36,18.77,3.24,0.0
20220726:0810,455.9,567.0,40.5,19.92,3.72,0.0
20220726:0910,463.35,580.0,48.74,20.89,3.93,0.0
20220726:1010,98.95,138.0,55.14,21.28,3.86,0.0
20220726:1110,185.02,242.0,58.32,21.7,3.93,0.0
20220726:1210,216.05,280.0,57.27,22.1,4.0,0.0
20220726:1310,292.84,373.0,52.34,21.77,3.86,0.0
20220726:1410,342.83,434.0,44.9,21.89,3.66,0.0
20220726:1510,59.53,90.0,36.13,21.59,3.59,0.0
20220726:1610,50.95,79.0,26.8,20.72,3.45,0.0
20220726:1710,39.27,64.0,17.4,19.81,2.9,0.0
20220726:1810,18.92,37.0,8.3,19.23,2.34,0.0
20220726:1910,0.0,0.0,0.0,18.7,2.41,0.0
20220726:2010,0.0,0.0,0.0,17.8,2.48,0.0
20220726:2110,0.0,0.0,0.0,17.2,2.14,0.0
20220726:2210,0.0,0.0,0.0,16.63,1.59,0.0
20220726:2310,0.0,0.0,0.0,16.25,1.31,0.0
20220727:0010,0.0,0.0,0.0,15.79,1.38,0.0
20220727:0110,0.0,0.0,0.0,15.43,1.59,0.0
20220727:0210,0.0,0.0,0.0,15.05,1.79,0.0
20220727:0310,0.0,0.0,0.0,15.07,2.07,0.0
20220727:0410,0.0,3.0,3.68,14.71,1.93,0.0
20220727:0510,15.74,32.0,12.49,14.79,2.28,0.0
20220727:0610,144.07,189.0,21.78,14.92,2.41,0.0
20220727:0710,210.55,266.0,31.2,14.97,2.07,0.0
20220727:0810,374.15,462.0,40.32,15.87,2.41,0.0
20220727:0910,549.56,682.01,48.56,16.58,2.41,0.0
20220727:1010,335.23,420.0,54.93,17.39,2.28,0.0
20220727:1110,398.48,501.0,58.1,18.36,2.21,0.0
20220727:1210,366.35,463.0,57.05,19.36,2.21,0.0
20220727:1310,461.84,584.0,52.15,20.08,2.28,0.0
20220727:1410,502.68,634.0,44.72,20.32,2.34,0.0
20220727:1510,341.59,432.0,35.96,20.61,2.48,0.0
20220727:1610,290.87,374.0,26.63,20.35,2.48,0.0
20220727:1710,178.11,251.0,17.23,19.92,2.41,0.0
20220727:1810,49.08,92.0,8.13,19.33,2.34,0.0
20220727:1910,0.0,0.0,0.0,17.56,2.07,0.0
20220727:2010,0.0,0.0,0.0,16.49,1.86,0.0
20220727:2110,0.0,0.0,0.0,15.46,1.79,0.0
20220727:2210,0.0,0.0,0.0,14.57,1.79,0.0
20220727:2310,0.0,0.0,0.0,13.93,1.72,0.0
20220728:0010,0.0,0.0,0.0,13.58,1.72,0.0
20220728:0110,0.0,0.0,0.0,13.35,1.72,0.0
20220728:0210,0.0,0.0,0.0,13.15,1.86,0.0
20220728:0310,0.0,0.0,0.0,13.03,2.0,0.0
20220728:0410,1.37,9.0,3.5,13.38,2.28,0.0
20220728:0510,104.45,160.0,12.32,13.67,2.34,0.0
20220728:0610,233.52,301.0,21.61,14.54,3.1,0.0
20220728:0710,387.21,478.0,31.03,15.72,3.03,0.0
20220728:0810,513.25,634.0,40.15,17.55,3.03,0.0
20220728:0910,601.43,755.01,48.36,19.36,2.83,0.0
20220728:1010,649.36,828.01,54.72,20.92,2.69,0.0
20220728:1110,647.02,836.01,57.88,22.59,2.48,0.0
20220728:1210,601.57,781.01,56.83,23.51,2.21,0.0
20220728:1310,573.74,744.01,51.94,23.86,2.07,0.0
20220728:1410,497.13,639.0,44.53,24.12,2.34,0.0
20220728:1510,240.2,313.0,35.79,24.14,2.69,0.0
20220728:1610,187.48,249.0,26.46,24.25,3.03,0.0
20220728:1710,122.07,173.0,17.06,23.87,3.1,0.0
20220728:1810,42.51,79.0,7.95,23.11,2.69,0.0
20220728:1910,0.0,0.0,0.0,20.44,3.03,0.0
20220728:2010,0.0,0.0,0.0,19.86,3.03,0.0
20220728:2110,0.0,0.0,0.0,19.53,3.31,0.0
20220728:2210,0.0,0.0,0.0,19.2,3.31,0.0
20220728:2310,0.0,0.0,0.0,18.75,3.24,0.0
20220729:0010,0.0,0.0,0.0,18.29,3.1,0.0
20220729:0110,0.0,0.0,0.0,17.94,2.97,0.0
20220729:0210,0.0,0.0,0.0,17.6,2.9,0.0
20220729:0310,0.0,0.0,0.0,17.04,2.62,0.0
20220729:0410,5.2,17.58,3.31,16.52,2.41,0.0
20220729:0510,9.43,23.0,12.14,16.6,2.14,0.0
20220729:0610,194.56,256.0,21.44,17.7,2.14,0.0
20220729:0710,154.41,203.0,30.86,18.3,1.86,0.0
20220729:0810,94.45,132.0,39.97,19.87,2.62,0.0
20220729:0910,101.69,142.0,48.17,22.13,3.03,0.0
20220729:1010,81.17,118.0,54.5,24.21,3.1,0.0
20220729:1110,207.95,275.0,57.65,25.4,3.1,0.0
20220729:1210,551.17,719.01,56.6,26.31,2.69,0.0
20220729:1310,516.73,678.01,51.73,27.21,2.21,0.0
20220729:1410,393.8,516.0,44.34,27.3,1.86,0.0
20220729:1510,209.77,279.0,35.6,26.05,1.79,0.0
20220729:1610,131.99,181.0,26.28,23.18,0.55,0.0
20220729:1710,11.12,26.0,16.88,21.19,0.76,0.0
20220729:1810,6.72,19.0,7.77,20.0,0.21,0.0
20220729:1910,0.0,0.0,0.0,18.39,0.41,0.0
20220729:2010,0.0,0.0,0.0,17.54,0.69,0.0
20220729:2110,0.0,0.0,0.0,16.94,0.76,0.0
20220729:2210,0.0,0.0,0.0,16.39,1.1,0.0
20220729:2310,0.0,0.0,0.0,15.43,1.03,0.0
20220730:0010,0.0,0.0,0.0,15.13,0.76,0.0
20220730:0110,0.0,0.0,0.0,14.21,1.1,0.0
20220730:0210,0.0,0.0,0.0,13.89,1.1,0.0
20220730:0310,0.0,0.0,0.0,13.96,1.1,0.0
20220730:0410,2.88,12.0,3.13,13.85,1.1,0.0
20220730:0510,29.22,50.0,11.96,14.47,0.83,0.0
20220730:0610,112.03,152.0,21.27,16.28,0.97,0.0
20220730:0710,136.41,180.0,30.68,16.72,2.41,0.0
20220730:0810,172.67,224.0,39.78,17.89,2.48,0.0
20220730:0910,273.16,346.0,47.97,19.27,2.9,0.0
20220730:1010,570.46,719.01,54.28,20.19,2.97,0.0
20220730:1110,486.17,615.0,57.41,21.07,3.03,0.0
20220730:1210,247.72,319.0,56.37,21.67,2.97,0.0
